PlayTimeHours,TotalWins,TotalLosses,AchievementsUnlocked,LevelUps,FriendsConnected,YearsActive,TotalPlayTimeHours,TotalAchievements,SpecialEventsParticipated,TotalLevelsCompleted,TotalItemsCollected,TotalFriendsMade,HasPremiumAccount,IsMultiplayer,TotalSessionsPlayed,TotalStrategiesUsed,TotalGameModesPlayed,InGamePurchasesAmount,HasChangedUsername
244.0,136.0,23.0,103.0,32.0,140.0,5.0,778.0,369.0,156.0,222.0,234.0,150.0,False,Yes,1255.0,20.0,38.0,398.09163273562893,UsernameModificationLog
28.0,9.0,0.0,5.0,0.0,21.0,18.0,6022.0,3089.0,67.0,1431.0,720.0,864.0,True,No,415.0,250.0,40.0,144.878344371139,UsernameChangeHistory
102.0,70.0,18.0,93.0,31.0,169.0,5.0,1631.0,1141.0,94.0,505.0,505.0,523.0,True,No,1043.0,43.0,38.0,282.0544268298199,UsernameChangeHistory
67.0,22.0,0.0,9.0,1.0,2.0,1.0,132.0,59.0,24.0,11.0,9.0,0.0,True,No,10.0,125.0,37.0,62.20929228062846,UsernameChangeHistory
170.0,116.0,18.0,64.0,24.0,24.0,15.0,6086.0,3291.0,226.0,1551.0,1245.0,612.0,True,No,1146.0,166.0,36.0,1797.217762363239,UsernameChangeHistory
264.0,177.0,13.0,120.0,40.0,78.0,2.0,303.0,176.0,41.0,113.0,75.0,35.0,True,No,1119.0,194.0,40.0,225.43343441136926,UsernameModificationLog
468.0,298.0,8.0,168.0,55.0,280.0,20.0,9306.0,4683.0,540.0,2748.0,1801.0,1880.0,True,Yes,115.0,480.0,38.0,1596.3840340249308,UsernameChangeHistory
212.0,95.0,15.0,80.0,44.0,168.0,9.0,2100.0,1186.0,64.0,700.0,285.0,419.0,False,No,1088.0,118.0,37.0,256.22450463201136,UsernameModificationLog
162.0,78.0,10.0,44.0,15.0,147.0,15.0,5474.0,2617.0,370.0,1739.0,1246.0,1012.0,True,No,1052.0,242.0,38.0,1029.0815032746136,UsernameChangeHistory
128.0,69.0,15.0,85.0,20.0,78.0,19.0,7544.0,3761.0,442.0,2034.0,1446.0,1175.0,True,No,356.0,8.0,32.0,1112.0817651463174,UsernameChangeHistory
78.0,52.0,6.0,62.0,4.0,97.0,17.0,5107.0,2474.0,217.0,1511.0,976.0,886.0,False,No,11.0,262.0,34.0,276.08304341366375,UsernameModificationLog
90.0,28.0,4.0,40.0,3.0,55.0,9.0,1686.0,794.0,103.0,573.0,200.0,532.0,True,Yes,124.0,55.0,35.0,662.1222618158957,UsernameChangeHistory
342.0,242.0,35.0,184.0,91.0,209.0,6.0,1841.0,1168.0,89.0,751.0,455.0,432.0,True,No,601.0,133.0,40.0,1479.645903793229,UsernameChangeHistory
21.0,9.0,0.0,14.0,1.0,105.0,16.0,4190.0,1984.0,208.0,1051.0,839.0,1009.0,False,Yes,30.0,61.0,38.0,586.4545506623775,UsernameChangeHistory
17.0,12.0,12.0,26.0,5.0,21.0,2.0,138.0,73.0,7.0,14.0,3.0,33.0,True,Yes,300.0,134.0,37.0,317.93472229299846,UsernameChangeHistory
106.0,42.0,18.0,28.0,12.0,129.0,4.0,496.0,242.0,105.0,171.0,149.0,93.0,True,Yes,60.0,45.0,33.0,248.33453134822466,UsernameChangeHistory
379.0,225.0,14.0,154.0,28.0,182.0,4.0,743.0,400.0,41.0,232.0,138.0,145.0,True,Yes,448.0,156.0,39.0,261.6547519543718,UsernameChangeHistory
448.0,282.0,14.0,126.0,37.0,34.0,9.0,1934.0,1038.0,82.0,464.0,358.0,184.0,False,Yes,770.0,204.0,38.0,1193.7683411564842,UsernameModificationLog
410.0,245.0,11.0,98.0,69.0,140.0,19.0,9344.0,4732.0,526.0,2613.0,1951.0,1345.0,True,No,352.0,288.0,39.0,1748.0238083079005,UsernameChangeHistory
75.0,18.0,14.0,13.0,17.0,19.0,11.0,3673.0,1696.0,142.0,868.0,629.0,627.0,True,No,394.0,205.0,39.0,272.0702922306631,UsernameChangeHistory
